"gender","ethnicity","birth","stark","star1","star2","star3","readk","read1","read2","read3","mathk","math1","math2","math3","lunchk","lunch1","lunch2","lunch3","schoolk","school1","school2","school3","degreek","degree1","degree2","degree3","ladderk","ladder1","ladder2","ladder3","experiencek","experience1","experience2","experience3","tethnicityk","tethnicity1","tethnicity2","tethnicity3","systemk","system1","system2","system3","schoolidk","schoolid1","schoolid2","schoolid3"
"male","cauc",1978 Q4,,"regular","regular","regular",,553,579,582,,567,626,629,,"non-free","non-free","non-free",,"rural","rural","rural",,"bachelor","master","bachelor",,"level1","level1","level1",,8,9,24,,"cauc","cauc","cauc",,"31","31","31",,"65","65","65"
"male","cauc",1980 Q3,"small","small","small","small",448,553,582,602,536,545,603,622,"non-free","non-free","non-free","non-free","rural","rural","rural","rural","bachelor","bachelor","bachelor","bachelor","level1","notladder","level1","level1",12,6,10,14,"cauc","cauc","cauc","cauc","21","21","21","21","50","50","50","50"
"female","cauc",1979 Q4,"regular+aide","regular+aide","regular+aide","regular+aide",,604,573,713,,578,599,648,"non-free","non-free","free","non-free","inner-city","inner-city","inner-city","inner-city","bachelor","bachelor","master","bachelor","level1","level1","level1","level1",9,7,10,7,"cauc","cauc","cauc","cauc","22","22","22","22","53","53","53","53"
"male","cauc",1979 Q4,"regular","regular+aide","regular+aide","regular+aide",418,558,596,657,500,557,615,631,"non-free","free",,"non-free","rural","rural","rural","rural","bachelor","bachelor","bachelor","bachelor","level1","level1","probation","level1",6,31,1,12,"cauc","cauc","cauc","cauc","36","36","36","36","71","71","71","71"
"female","cauc",1980 Q3,"regular+aide","regular","small","small",456,564,596,686,506,627,639,655,"non-free","non-free","non-free","non-free","urban","urban","urban","urban","master","master","master","bachelor","level1","level1","level1","probation",12,3,22,0,"cauc","cauc","cauc","cauc","7","7","7","7","10","10","10","10"
"female","cauc",1979 Q3,"regular+aide","regular+aide","regular+aide","regular+aide",411,497,582,644,418,481,568,614,"non-free","non-free","non-free","non-free","rural","rural","rural","rural","bachelor","bachelor","master","bachelor","level1","level1","level1","level1",3,4,14,13,"cauc","cauc","cauc","cauc","32","32","32","32","66","66","66","66"
"male","cauc",1979 Q2,,,,"small",,,,529,,,,515,,,,"non-free",,,,"rural",,,,"master",,,,"level3",,,,13,,,,"cauc",,,,"36",,,,"71"
"male","afam",1978 Q3,,,"regular","regular",,,509,631,,,574,626,,,"free","free",,,"inner-city","inner-city",,,"bachelor","bachelor",,,"notladder","level1",,,32,5,,,"afam","cauc",,,"11","11",,,"31","27"
"female","cauc",1979 Q4,"small","small","small","small",455,571,709,675,484,562,648,659,"non-free","free",,"free","rural","rural","rural","rural","bachelor","master","bachelor","master","level1","level1","level1","level3",6,6,4,13,"cauc","cauc","cauc","cauc","36","36","36","36","71","71","71","71"
"female","afam",1979 Q2,,,,"regular",,,,602,,,,559,,,,"free",,,,"inner-city",,,,"master",,,,"level1",,,,19,,,,"afam",,,,"22",,,,"53"
"male","cauc",1979 Q4,"small","small","small","small",510,590,684,665,520,578,626,636,"non-free","non-free","non-free","non-free","suburban","suburban","suburban","suburban","bachelor","master","bachelor","bachelor",,"notladder","level1","level1",15,16,10,6,"cauc","cauc","cauc","cauc","18","18","18","18","43","43","43","43"
"female","cauc",1980 Q2,"regular","regular+aide","regular+aide","regular+aide",442,579,614,647,513,562,593,645,"non-free","non-free","non-free","non-free","urban","urban","urban","urban","bachelor","master","master","master","probation","level1","level1","level1",0,12,13,7,"cauc","cauc","cauc","cauc","26","26","26","26","59","59","59","59"
"female","cauc",1979 Q4,"regular+aide",,,,,,,,,,,,"non-free",,,,"suburban",,,,"master",,,,"level1",,,,15,,,,"afam",,,,"11",,,,"21",,,
"male","afam",1980 Q1,,"small",,,,507,,,,549,,,,"free",,,,"inner-city",,,,"master",,,,"level2",,,,25,,,,"afam",,,,"11",,,,"16",,
"male","afam",1979 Q2,,"small",,,,460,,,,479,,,,"free",,,,"inner-city",,,,"master",,,,"probation",,,,2,,,,"cauc",,,,"22",,,,"53",,
"male","afam",1977 Q4,,,,"regular+aide",,,,567,,,,589,,,,"free",,,,"inner-city",,,,"bachelor",,,,"notladder",,,,17,,,,"afam",,,,"11",,,,"31"
"male","afam",1980 Q3,"regular",,,,421,,,,449,,,,"free",,,,"inner-city",,,,"bachelor",,,,,,,,2,,,,"cauc",,,,"11",,,,"32",,,
"female","afam",1979 Q1,,,"small",,,,637,,,,568,,,,"free",,,,"inner-city",,,,"bachelor",,,,"notladder",,,,2,,,,"afam",,,,"11",,,,"22",
"female","afam",1980 Q2,"regular",,,,395,,,,444,,,,"free",,,,"inner-city",,,,"master",,,,"level1",,,,11,,,,"afam",,,,"11",,,,"15",,,
"female","afam",1979 Q4,,"regular+aide","regular+aide","regular",,462,536,604,,474,520,594,,"free","free","free",,"inner-city","inner-city","inner-city",,"bachelor","master","bachelor",,"level1","level1","level1",,6,9,26,,"cauc","afam","afam",,"11","11","11",,"22","22","22"
"female","afam",1979 Q4,"regular+aide",,,,437,,,,506,,,,"free",,,,"inner-city",,,,"master",,,,"level1",,,,5,,,,"cauc",,,,"11",,,,"33",,,
"male","afam",1979 Q4,"small",,,,468,,,,536,,,,"non-free",,,,"suburban",,,,"bachelor",,,,"level1",,,,21,,,,"cauc",,,,"11",,,,"20",,,
"female","cauc",1980 Q1,"small","small","small","small",433,501,602,608,478,562,593,629,"non-free","non-free","non-free","non-free","rural","rural","rural","rural","bachelor","bachelor","master","bachelor","level1","apprentice","level2","level1",4,2,28,36,"cauc","cauc","cauc","cauc","16","16","16","16","40","40","40","40"
"male","afam",1979 Q3,,,"small","small",,,562,,,,546,,,,"free","free",,,"suburban","suburban",,,"bachelor","bachelor",,,"level1","notladder",,,18,8,,,"cauc","afam",,,"11","11",,,"17","17"
"male","afam",1979 Q2,,,,"regular",,,,608,,,,678,,,,"free",,,,"inner-city",,,,"bachelor",,,,"level1",,,,5,,,,"afam",,,,"11",,,,"29"
"female","cauc",1979 Q1,,"small",,,,487,,,,484,,,,"non-free",,,,"urban",,,,"bachelor",,,,"level1",,,,18,,,,"cauc",,,,"6",,,,"9",,
"female","afam",1980 Q2,"small",,,,408,,,,423,,,,"free",,,,"inner-city",,,,"bachelor",,,,"level1",,,,14,,,,"cauc",,,,"11",,,,"32",,,
"male","cauc",1979 Q4,"regular+aide","regular","regular","regular",,544,631,647,,538,615,639,"non-free","free","free","free","rural","rural","rural","rural","master","master","bachelor","bachelor","level1","level1","notladder","level1",12,9,13,22,"cauc","cauc","cauc","cauc","6","6","6","6","8","8","8","8"
"male","cauc",1979 Q3,,,,"small",,,,,,,,,,,,"non-free",,,,"rural",,,,"bachelor",,,,"level3",,,,16,,,,"afam",,,,"23",,,,"55"
"female","cauc",1980 Q2,"small","small",,,403,444,,,439,474,,,"free","free",,,"rural","rural",,,"master","master",,,"pending","level1",,,11,4,,,"cauc","cauc",,,"19","19",,,"47","47",,
"male","cauc",1980 Q2,"regular","regular+aide","regular",,424,472,577,,468,484,514,,"non-free","non-free","non-free",,"suburban","suburban","suburban",,"bachelor","master","bachelor",,"level1","level1","apprentice",,8,29,4,,"cauc","cauc","cauc",,"4","4","28",,"4","4","61",
"female","afam",1980 Q1,"regular+aide",,,,418,,,,489,,,,"free",,,,"suburban",,,,"bachelor",,,,"level1",,,,8,,,,"afam",,,,"11",,,,"17",,,
"male","cauc",1980 Q2,"regular","regular+aide","regular+aide","regular+aide",448,530,523,,506,502,550,,"non-free","free","free","free","rural","rural","rural","rural","master","master","bachelor","bachelor","level1","level1","level1","probation",15,16,31,0,"cauc","cauc","afam","cauc","5","5","5","5","7","7","7","7"
"male","cauc",1979 Q2,"small","small","small","small",424,487,557,577,463,512,536,567,"non-free","non-free","non-free","non-free","rural","rural","rural","rural","bachelor","master","master","bachelor","apprentice","level1","level1","level1",1,15,11,18,"cauc","cauc","cauc","cauc","24","24","24","24","57","57","57","57"
"female","afam",1980 Q3,"small",,,,463,,,,536,,,,"free",,,,"inner-city",,,,"bachelor",,,,"level1",,,,5,,,,"cauc",,,,"11",,,,"29",,,
"female","afam",1979 Q4,"regular+aide",,,,413,,,,454,,,,"free",,,,"inner-city",,,,"master",,,,"level1",,,,11,,,,"cauc",,,,"11",,,,"18",,,
"male","cauc",1980 Q2,"regular+aide","regular+aide","regular+aide","regular+aide",442,553,571,641,528,549,577,645,"non-free","non-free","non-free","non-free","suburban","suburban","suburban","suburban","bachelor","bachelor","master","bachelor","level1","level1","level1","level1",17,27,9,8,"cauc","cauc","cauc","cauc","25","25","25","25","58","58","58","58"
"male","cauc",1980 Q3,"small","small","small","small",393,,,,418,,,,"free","non-free","non-free","non-free","urban","urban","urban","urban","bachelor","master","master","bachelor","level1","level1","level1","apprentice",11,19,12,2,"cauc","cauc","cauc","cauc","26","26","26","26","59","59","59","59"
"male","cauc",1979 Q3,"regular",,,,431,,,,429,,,,"non-free",,,,"inner-city",,,,"bachelor",,,,"level1",,,,9,,,,"afam",,,,"11",,,,"18",,,
"female","cauc",1980 Q2,"regular+aide",,,,,,,,,,,,"non-free",,,,"suburban",,,,"bachelor",,,,"level1",,,,5,,,,"afam",,,,"11",,,,"21",,,
"male","cauc",1979 Q3,,"regular","regular","regular",,,,,,486,,,,"non-free","free","free",,"rural","rural","rural",,"bachelor","bachelor","bachelor",,"level1","level1","level1",,10,26,17,,"cauc","cauc","cauc",,"29","29","29",,"62","62","62"
"male","cauc",1979 Q4,"regular","regular+aide","regular+aide","regular+aide",458,579,622,610,576,578,599,667,"free","free","free","free","rural","rural","rural","rural","master","bachelor","bachelor","master","level1","level1","level1","level1",13,17,9,9,"cauc","cauc","cauc","cauc","21","21","21","21","50","50","50","50"
"male","cauc",1979 Q4,,,,"regular+aide",,,,,,,,,,,,"free",,,,"rural",,,,"bachelor",,,,"probation",,,,1,,,,"cauc",,,,"40",,,,"77"
"female","afam",1979 Q4,,"regular","regular","regular",,482,533,587,,465,520,556,,"free","free","free",,"suburban","suburban","suburban",,"bachelor","bachelor","bachelor",,"level1","notladder","level1",,11,4,7,,"cauc","afam","afam",,"11","11","11",,"20","20","20"
"female","cauc",1978 Q3,"regular+aide",,,,443,,,,459,,,,"free",,,,"rural",,,,"bachelor",,,,"level1",,,,9,,,,"cauc",,,,"21",,,,"49",,,
"female","afam",1980 Q3,,,,"regular+aide",,,,597,,,,593,,,,"free",,,,"suburban",,,,"bachelor",,,,"notladder",,,,8,,,,"afam",,,,"11",,,,"25"
"female","cauc",1979 Q4,,,"regular",,,,,,,,,,,,"free",,,,"rural",,,,"master",,,,"level3",,,,18,,,,"cauc",,,,"35",,,,"70",
"female","cauc",1979 Q1,,,"regular+aide","regular+aide",,,568,593,,,590,591,,,"non-free","non-free",,,"rural","rural",,,"bachelor","master",,,"level1","level1",,,23,15,,,"cauc","cauc",,,"24","24",,,"56","56"
"female","cauc",1980 Q3,"regular","regular","regular",,465,629,650,,506,529,632,,"free","free",,,"urban","urban","urban",,"master","bachelor","bachelor",,"level1","level1","level1",,4,17,28,,"cauc","cauc","cauc",,"20","20","20",,"48","48","48",
"female","cauc",1980 Q1,"regular+aide","regular+aide","regular+aide","regular+aide",467,629,631,680,506,538,596,663,"non-free","non-free","non-free","non-free","rural","rural","rural","rural","master","bachelor","bachelor","master","level1","level1","level1","level1",12,21,14,9,"cauc","cauc","cauc","cauc","41","41","41","41","79","79","79","79"
"male","afam",1980 Q3,"regular","regular+aide",,,386,459,,,434,484,,,"free","free",,,"inner-city","inner-city",,,"master+","master",,,"level1","level1",,,8,4,,,"cauc","cauc",,,"11","11",,,"16","16",,
"male","afam",1980 Q2,"small","small","small","small",,487,544,564,,515,528,538,"free","free","free","free","rural","rural","rural","rural","specialist","bachelor","bachelor","master","level1","level1","level1","level3",10,21,10,17,"cauc","cauc","cauc","cauc","3","3","3","3","3","3","3","3"
"female","afam",1979 Q3,,,"regular",,,,529,,,,510,,,,"free",,,,"inner-city",,,,"bachelor",,,,"probation",,,,2,,,,"cauc",,,,"11",,,,"14",
"male","cauc",1978 Q1,,,,"regular+aide",,,,622,,,,616,,,,"free",,,,"rural",,,,"master",,,,"level2",,,,13,,,,"cauc",,,,"3",,,,"3"
"female","cauc",1980 Q1,"regular","regular+aide","regular+aide","regular+aide",450,521,582,578,489,557,639,622,"non-free","non-free","non-free","non-free","urban","urban","urban","urban","bachelor","master","bachelor","master","level1","level1","notladder","level1",5,8,17,38,"cauc","cauc","cauc","cauc","6","6","6","6","9","9","9","9"
"male","afam",1980 Q2,"regular","regular+aide",,,451,507,,,500,529,,,"non-free","free",,,"inner-city","inner-city",,,"bachelor","master",,,"level1","notladder",,,6,27,,,"afam","afam",,,"11","11",,,"19","19",,
"male","cauc",1979 Q2,,"regular","small","small",,492,562,599,,505,550,589,,"non-free","non-free","non-free",,"rural","rural","rural",,"bachelor","bachelor","bachelor",,"notladder","level1","notladder",,12,16,6,,"cauc","cauc","cauc",,"3","3","3",,"3","3","3"
"female","cauc",1979 Q3,,"regular+aide",,,,,,,,481,,,,"non-free",,,,"rural",,,,"bachelor",,,,"level1",,,,6,,,,"cauc",,,,"36",,,,"71",,
"female","afam",1980 Q2,"small","small","small","small",461,524,564,647,500,529,552,608,"non-free",,"non-free","non-free","rural","rural","rural","rural","bachelor","bachelor","bachelor","master","level1","level1",,"level1",6,7,0,12,"cauc","cauc","cauc","cauc","34","34","34","34","68","68","68","68"
"male","cauc",1980 Q1,"small","small","small","small",405,450,520,,468,493,572,,"non-free","non-free","non-free","non-free","rural","rural","rural","rural","master","master","master","bachelor","level1","level1","level1","level1",8,15,11,18,"cauc","cauc","cauc","cauc","24","24","24","24","57","57","57","57"
"male","cauc",1980 Q1,"small","small",,,405,442,,,434,463,,,"free","free",,,"suburban","suburban",,,"bachelor","bachelor",,,"level1","probation",,,12,1,,,"afam","afam",,,"11","11",,,"25","25",,
"female","afam",1979 Q2,,,,"regular+aide",,,,620,,,,573,,,,"free",,,,"suburban",,,,"master",,,,"level2",,,,15,,,,"cauc",,,,"22",,,,"51"
"male","cauc",1979 Q4,,,"regular+aide","regular+aide",,,,,,,,,,,"non-free","non-free",,,"suburban","suburban",,,"bachelor","master",,,"level1","level1",,,12,18,,,"afam","cauc",,,"11","11",,,"17","17"
"male","cauc",1980 Q3,"regular","regular","regular",,451,558,637,,506,538,593,,"free","free","non-free",,"suburban","suburban","suburban",,"master+","master","bachelor",,"level1","level1","level1",,13,7,17,,"cauc","afam","cauc",,"22","22","22",,"51","51","51",
"female","cauc",1980 Q3,,,,"regular+aide",,,,657,,,,642,,,,"non-free",,,,"suburban",,,,"bachelor",,,,"notladder",,,,8,,,,"afam",,,,"11",,,,"25"
"female","cauc",1979 Q4,,,,"small",,,,,,,,,,,,"free",,,,"rural",,,,"bachelor",,,,"apprentice",,,,2,,,,"cauc",,,,"40",,,,"77"
"male","cauc",1980 Q2,"regular+aide",,,"regular+aide",450,,,624,506,,,596,"non-free",,,,"rural",,,"rural","bachelor",,,"master","level1",,,"level1",6,,,5,"cauc",,,"cauc","10",,,"10","13",,,"13"
"male","cauc",1979 Q4,"small",,,,448,,,,489,,,,"free",,,,"rural",,,,"bachelor",,,,"level1",,,,4,,,,"cauc",,,,"16",,,,"40",,,
"female","cauc",1980 Q1,"small",,,,433,,,,468,,,,"free",,,,"suburban",,,,"bachelor",,,,,,,,0,,,,"cauc",,,,"4",,,,"4",,,
"male","afam",1980 Q2,,,,"regular",,,,543,,,,583,,,,"free",,,,"suburban",,,,,,,,,,,,,,,,,,,,"11",,,,"23"
"female","cauc",1980 Q3,"regular+aide","regular","regular",,,533,588,,,553,611,,"non-free","non-free","non-free",,"rural","rural","rural",,"bachelor","master","master",,,"level1","level1",,9,2,12,,"cauc","cauc","cauc",,"1","1","1",,"1","1","1",
"male","afam",1980 Q2,"small","small","small",,453,495,,,444,535,,,"free","free",,,"inner-city","inner-city","inner-city",,"bachelor","bachelor","bachelor",,"probation","notladder","level1",,1,32,4,,"cauc","afam","cauc",,"11","11","11",,"27","27","27",
"female","cauc",1978 Q2,,,"regular+aide",,,,,,,,,,,,"free",,,,"rural",,,,"master",,,,"level1",,,,11,,,,"cauc",,,,"35",,,,"70",
"male","cauc",1980 Q3,"regular","regular+aide","regular+aide","regular+aide",405,519,631,629,444,532,659,667,"non-free","non-free","non-free","non-free","rural","rural","rural","rural","master","master","phd","master","level1","notladder","level1","level1",8,11,15,8,"cauc","cauc","cauc","cauc","41","41","41","41","78","78","78","78"
"male","cauc",1980 Q2,,,,"regular",,,,654,,,,624,,,,"free",,,,"urban",,,,"master",,,,"level1",,,,15,,,,"cauc",,,,"2",,,,"2"
"male","afam",1980 Q3,"small","small","small","small",427,488,579,606,473,488,546,586,"free","free","free","free","inner-city","inner-city","inner-city","inner-city","master","bachelor","bachelor","master","level3","level1","level1","level1",12,6,28,21,"cauc","cauc","afam","afam","11","11","11","11","15","15","15","15"
"male","cauc",1980 Q2,"regular",,,,428,,,,478,,,,"non-free",,,,"suburban",,,,"bachelor",,,,"level1",,,,12,,,,"cauc",,,,"18",,,,"46",,,
"male","cauc",1980 Q2,,,"small",,,,,,,,,,,,"non-free",,,,"suburban",,,,"bachelor",,,,"level1",,,,14,,,,"cauc",,,,"4",,,,"4",
"female","cauc",1980 Q3,"small","small","small",,439,571,588,,513,578,674,,"non-free","free",,,"rural","rural","rural",,"bachelor","master","bachelor",,"level1","level1","level1",,20,6,4,,"cauc","cauc","cauc",,"36","36","36",,"71","71","71",
"male","cauc",1980 Q1,"small","small",,,419,456,,,429,479,,,"free","free",,,"rural","rural",,,"bachelor","master",,,"level1","level1",,,12,15,,,"cauc","cauc",,,"41","41",,,"79","79",,
"male","cauc",1980 Q2,"regular+aide","small","small","small",424,453,500,,423,507,490,,"free","free","free","free","rural","rural","rural","rural","bachelor","master","master","master","level1","level1","level1","level1",12,11,18,10,"cauc","cauc","cauc","cauc","12","12","12","12","35","35","35","35"
"male","afam",1980 Q4,,,"regular","regular",,,,614,,,,655,,,"non-free","free",,,"rural","rural",,,"master","master",,,"level1","level2",,,17,12,,,"cauc","cauc",,,"41","41",,,"79","79"
"female","afam",1980 Q1,,"regular",,,,533,,,,515,,,,"free",,,,"suburban",,,,"master",,,,"level1",,,,33,,,,"cauc",,,,"11",,,,"21",,
"female","afam",1980 Q1,"small","small","small",,411,485,573,,536,500,565,,"non-free","non-free","non-free",,"inner-city","inner-city","inner-city",,"bachelor","bachelor","bachelor",,"probation","level1","level1",,9,6,14,,"afam","afam","afam",,"11","11","11",,"22","22","22",
"male","afam",1980 Q1,"small",,,,424,,,,513,,,,"free",,,,"inner-city",,,,"bachelor",,,,"level1",,,,6,,,,"cauc",,,,"11",,,,"31",,,
"male","cauc",1979 Q3,,"small","small","small",,604,643,616,,584,648,639,,"non-free","non-free","non-free",,"suburban","suburban","suburban",,"bachelor","bachelor","master",,"level1","level1","level1",,20,19,13,,"cauc","cauc","cauc",,"17","17","17",,"41","41","41"
"female","cauc",1980 Q2,,,,"regular",,,,636,,,,645,,,,"non-free",,,,"suburban",,,,"master",,,,"level1",,,,24,,,,"cauc",,,,"18",,,,"46"
"male","cauc",1978 Q4,"regular","regular","regular","regular",440,428,491,,484,488,502,,"non-free","free","free","free","suburban","suburban","suburban","suburban","master+","master","master","bachelor","level1","level1","level1","probation",13,12,17,5,"cauc","cauc","afam","cauc","22","22","22","22","51","51","51","51"
"male","cauc",1978 Q3,,,"regular","regular",,,554,585,,,593,614,,,"non-free","non-free",,,"rural","rural",,,"bachelor","bachelor",,,"level1","level1",,,31,8,,,"cauc","cauc",,,"34","34",,,"68","68"
"female","afam",1979 Q4,"regular+aide",,,,445,,,,484,,,,"non-free",,,,"suburban",,,,"master",,,,"level1",,,,15,,,,"afam",,,,"11",,,,"21",,,
"male","cauc",1978 Q3,,,"small","small",,,514,,,,590,,,,"non-free","non-free",,,"rural","rural",,,"master","master",,,"notladder","level1",,,29,11,,,"afam","cauc",,,"24","24",,,"56","56"
"male","cauc",1980 Q3,,,"regular+aide","regular+aide",,,588,624,,,584,651,,,"non-free","non-free",,,"rural","rural",,,"master","master",,,"level2","level1",,,11,4,,,"cauc","cauc",,,"23","23",,,"55","55"
"male","cauc",1980 Q3,"regular+aide","regular","regular","regular",433,469,544,599,473,477,550,,"free","free","free","non-free","rural","rural","rural","rural","bachelor","bachelor","bachelor","bachelor","level1","level3","level1","level3",3,7,18,21,"cauc","cauc","cauc","cauc","5","5","5","5","7","7","7","7"
"female","afam",1980 Q3,"regular",,,,,,,,,,,,"non-free",,,,"inner-city",,,,"bachelor",,,,"level1",,,,11,,,,"cauc",,,,"11",,,,"22",,,
"female","afam",1979 Q3,,,"regular","regular",,,552,540,,,572,594,,,"free","free",,,"suburban","suburban",,,"bachelor",,,,"level3",,,,22,,,,"cauc",,,,"11","11",,,"23","23"
"male","cauc",1979 Q1,,,"regular+aide","regular+aide",,,,585,,,,568,,,"free","free",,,"rural","rural",,,"master","master",,,"level1","level1",,,29,11,,,"cauc","cauc",,,"24","24",,,"56","56"
"female","afam",1980 Q1,"regular","regular","regular",,,468,554,,478,515,531,,"non-free","free","free",,"suburban","suburban","suburban",,"bachelor","bachelor","bachelor",,"level1","notladder","level3",,20,0,22,,"afam","afam","cauc",,"11","11","11",,"23","23","23",
"female","cauc",1979 Q4,,"small","small","small",,629,611,650,,601,596,645,,"non-free","non-free","non-free",,"rural","rural","rural",,"bachelor","master","bachelor",,"apprentice","level3","level3",,2,14,16,,"cauc","cauc","afam",,"23","23","23",,"55","55","55"
"male","cauc",1980 Q2,,,"regular+aide",,,,,,,,,,,,"free",,,,"urban",,,,"master",,,,"level1",,,,20,,,,"cauc",,,,"27",,,,"60",
"female","afam",1980 Q3,"regular",,,,413,,,,392,,,,"free",,,,"inner-city",,,,"bachelor",,,,"probation",,,,0,,,,"cauc",,,,"11",,,,"31",,,
"male","cauc",1980 Q2,,,"regular+aide","regular+aide",,,650,644,,,596,631,,,"non-free","non-free",,,"rural","rural",,,"master","bachelor",,,"level1","level1",,,20,9,,,"cauc","cauc",,,"12","12",,,"34","34"
"female","cauc",1980 Q1,"regular","regular+aide","regular+aide","regular+aide",478,604,631,654,576,562,596,629,"non-free","non-free","non-free","non-free","rural","rural","rural","rural","master","master","bachelor","master","level1","level1","level1","level1",15,9,8,5,"cauc","cauc","cauc","cauc","5","5","5","5","7","7","7","7"
"male","afam",1979 Q3,,"regular",,,,,,,,,,,,"free",,,,"inner-city",,,,"bachelor",,,,"probation",,,,0,,,,"cauc",,,,"11",,,,"32",,
"male","cauc",1979 Q4,"regular","regular","regular",,,571,643,,,584,587,,"non-free","non-free","non-free",,"urban","urban","urban",,"bachelor","bachelor","master",,"level1","level1","level1",,8,11,15,,"cauc","cauc","cauc",,"6","6","6",,"9","9","9",
"male","cauc",1980 Q3,"regular+aide",,,,427,,,,459,,,,"non-free",,,,"suburban",,,,"bachelor",,,,"probation",,,,0,,,,"cauc",,,,"18",,,,"46",,,
"male","cauc",1979 Q4,"small","small","small","small",,629,618,680,,676,659,667,"non-free","non-free","non-free","non-free","rural","rural","rural","rural","bachelor","master","bachelor","master","level1","level3","probation","apprentice",15,13,0,2,"cauc","cauc","cauc","cauc","31","31","31","31","65","65","65","65"
"male","cauc",1980 Q4,,,,"regular",,,,702,,,,752,,,,"free",,,,"rural",,,,"bachelor",,,,"level1",,,,37,,,,"cauc",,,,"8",,,,"11"
"male","cauc",1979 Q4,,"regular+aide","regular+aide",,,,538,,,523,486,,,"free","free",,,"rural","rural",,,"master","bachelor",,,"level1","apprentice",,,11,2,,,"cauc","cauc",,,"37","37",,,"73","73",
"female","afam",1980 Q1,"regular+aide","regular+aide","regular+aide","regular+aide",456,553,584,610,506,538,540,608,"free","free","free",,"rural","rural","rural","rural","bachelor","bachelor","master","master","level1","level1","level1","level1",6,11,15,5,"cauc","cauc","cauc","cauc","10","10","10","10","13","13","13","13"
"female","cauc",1980 Q3,"regular+aide","small","small","small",436,494,599,626,494,,572,614,,,"free","free","rural","rural","rural","rural","bachelor","bachelor","bachelor","bachelor","level1","apprentice","level1","level1",15,0,9,34,,,"cauc","cauc","19","19","19","19","47","47","47","47"
"female","afam",1980 Q2,"small",,,,465,,,,528,,,,"free",,,,"suburban",,,,"bachelor",,,,,,,,3,,,,"cauc",,,,"18",,,,"44",,,
"female","cauc",1980 Q3,"regular","regular",,,433,499,,,506,495,,,"free","free",,,"suburban","suburban",,,"bachelor","master",,,"level1","level1",,,8,8,,,"cauc","cauc",,,"4","4",,,"4","4",,
"male","afam",1979 Q4,"regular+aide","regular+aide","regular","regular+aide",416,463,520,543,439,461,515,558,"free","free","free","free","inner-city","inner-city","inner-city","inner-city","master","bachelor","master","bachelor","level1","notladder","level1","level1",22,36,10,30,"cauc","afam","cauc","afam","11","11","11","11","33","33","19","19"
"female","cauc",1980 Q1,"regular",,,,418,,,,418,,,,"non-free",,,,"rural",,,,"master",,,,"level1",,,,17,,,,"cauc",,,,"12",,,,"34",,,
"female","cauc",1980 Q2,,"small","small","small",,651,604,595,,553,632,631,,,"non-free","non-free",,"suburban","suburban","suburban",,"bachelor","bachelor","bachelor",,"level1","level1","level1",,21,4,18,,"cauc","cauc","afam",,"11","11","11",,"25","25","25"
"female","cauc",1980 Q2,,,,"small",,,,665,,,,655,,,,"non-free",,,,"rural",,,,"master",,,,"level1",,,,19,,,,"cauc",,,,"6",,,,"8"
"female","cauc",1980 Q3,"small","small","small","small",434,524,562,604,473,505,545,582,"free","free","free","free","rural","rural","rural","rural","bachelor","bachelor","bachelor","master","level1","level1","level1","level1",7,15,18,12,"cauc","cauc","cauc","cauc","30","30","30","30","63","63","63","63"
"female","cauc",1980 Q2,,,"regular","small",,,584,578,,,574,591,,,"non-free","non-free",,,"rural","rural",,,"master","master",,,"level1","apprentice",,,12,1,,,"afam","cauc",,,"1","1",,,"1","1"
"male","afam",1980 Q3,,,"regular","regular",,,575,547,,,536,574,,,"free","non-free",,,"suburban","suburban",,,"bachelor","master",,,"level1","notladder",,,3,14,,,"afam","afam",,,"18","18",,,"44","44"
"male","cauc",1979 Q1,,,,"small",,,,555,,,,585,,,,"non-free",,,,"rural",,,,"bachelor",,,,"notladder",,,,6,,,,"cauc",,,,"3",,,,"3"
"female","afam",1979 Q4,"regular+aide","regular","regular","regular",428,485,544,542,478,502,548,561,"free","free","free","free","suburban","suburban","suburban","suburban","master+","bachelor","master","master","level1","level1","level1","level1",12,7,31,15,"cauc","cauc","cauc","afam","22","22","22","22","51","51","51","51"
"female","cauc",1980 Q1,,,"small","small",,,,620,,,,642,,,"non-free","free",,,"rural","rural",,,"master","master",,,"level1","level2",,,14,10,,,"cauc","cauc",,,"23","23",,,"55","55"
"male","cauc",1980 Q3,,"regular",,,,,,,,,,,,"free",,,,"urban",,,,"bachelor",,,,"level1",,,,5,,,,"cauc",,,,"2",,,,"2",,
"male","cauc",1980 Q1,"small",,,,450,,,,547,,,,"non-free",,,,"rural",,,,"bachelor",,,,"level1",,,,8,,,,"cauc",,,,"6",,,,"8",,,
"male","cauc",1980 Q1,,,"regular",,,,511,,,,570,,,,"free",,,,"suburban",,,,"bachelor",,,,"level1",,,,14,,,,"cauc",,,,"22",,,,"54",
"female","cauc",1980 Q3,"small","small",,,424,495,,,484,535,,,"non-free","non-free",,,"rural","rural",,,"bachelor","bachelor",,,"level1","level1",,,9,21,,,"cauc","cauc",,,"3","3",,,"3","3",,
"female","afam",1978 Q1,,,"regular",,,,518,,,,536,,,,"free",,,,"inner-city",,,,"bachelor",,,,"notladder",,,,32,,,,"afam",,,,"11",,,,"31",
